order_id,user_id,session_id,total_amount,discount_amount,delivery_fee,final_amount,delivery_days,payment_method,status,created_at
TL-ORD-94798DC2C1,9882,sess_021561047dbb4e27,1899.00,0.00,0.00,1899.00,2,NetBanking,CONFIRMED,2026-08-27T23:52:57.445322+00:00
TL-ORD-3081832339,,sess_827e867368304716,1668.00,0.00,0.00,1668.00,3,UPI,CONFIRMED,2026-08-27T23:37:40.544275+00:00
TL-ORD-A36F4BBB74,,sess_997b62d3c9b545b8,4897.00,734.55,0.00,4162.45,3,NetBanking,CONFIRMED,2026-08-27T23:28:02.437896+00:00
TL-ORD-CB8843B992,,sess_b30d85a09d2b45cb,2799.00,0.00,0.00,2799.00,5,COD,CONFIRMED,2026-08-27T23:10:18.742698+00:00
TL-ORD-2DAFD07B04,11722,sess_af7205740232448f,1170.00,0.00,0.00,1170.00,5,COD,CONFIRMED,2026-08-27T23:03:22.023250+00:00
TL-ORD-5B35C4FDE0,7340,sess_1177be8793e44e54,3316.00,0.00,0.00,3316.00,3,NetBanking,CONFIRMED,2026-08-27T23:01:01.308011+00:00
TL-ORD-27D9C8C86A,8523,sess_b5c4dbb452bc4e0b,3499.00,524.85,0.00,2974.15,3,Card,CONFIRMED,2026-08-27T22:48:09.635274+00:00
TL-ORD-4E204B8D75,9604,sess_8cf9175bf717426a,1954.00,0.00,0.00,1954.00,6,COD,CONFIRMED,2026-08-27T22:34:57.956181+00:00
TL-ORD-E0F535B91C,10276,sess_619d6c5de4d748e0,2279.00,341.85,0.00,1937.15,4,UPI,CONFIRMED,2026-08-27T22:26:39.862507+00:00
TL-ORD-3CDADA0341,8585,sess_1e41d03ca6db405b,3879.00,0.00,0.00,3879.00,5,UPI,CONFIRMED,2026-08-27T22:07:52.850243+00:00
TL-ORD-75A4077B11,9583,sess_2c089ecf0e5f4e03,4237.00,0.00,0.00,4237.00,4,COD,CONFIRMED,2026-08-27T22:04:30.050635+00:00
TL-ORD-50000E0937,6896,sess_3baeff02d3c24a93,4072.00,0.00,0.00,4072.00,2,UPI,CONFIRMED,2026-08-27T22:01:50.610675+00:00
TL-ORD-65FCDF3B60,,sess_f3cac17fa87e4e6e,6489.00,0.00,0.00,6489.00,2,NetBanking,CONFIRMED,2026-08-27T21:44:53.166127+00:00
TL-ORD-2866575F62,8726,sess_d839d10ca1be4c51,2799.00,0.00,0.00,2799.00,2,COD,CONFIRMED,2026-08-27T21:41:57.136883+00:00
TL-ORD-4510D13E0A,,sess_9cd93a2da0a444ac,984.00,0.00,99.00,1083.00,5,UPI,CONFIRMED,2026-08-27T21:18:53.587238+00:00
TL-ORD-1480144C09,7677,sess_eec3affe5acf403f,5842.00,0.00,0.00,5842.00,2,Card,CONFIRMED,2026-08-27T21:18:49.647603+00:00
TL-ORD-ABC99126C1,9346,sess_237994345f1a4496,1263.00,189.45,0.00,1073.55,5,NetBanking,CONFIRMED,2026-08-27T21:14:11.994816+00:00
TL-ORD-F0AA02C396,10073,sess_0c3b54044a4644af,3471.00,0.00,0.00,3471.00,3,COD,CONFIRMED,2026-08-27T21:12:06.840898+00:00
TL-ORD-C32B02F534,9490,sess_4acb7440860942cd,956.00,0.00,99.00,1055.00,4,COD,CONFIRMED,2026-08-27T21:03:02.917790+00:00
TL-ORD-436E8C21C2,6048,sess_461a1366ff6940a2,3976.00,596.40,0.00,3379.60,2,UPI,CONFIRMED,2026-08-27T21:02:57.337251+00:00
TL-ORD-95F5BC23C9,9323,sess_c31f81208a0242d8,3367.00,0.00,0.00,3367.00,3,COD,CONFIRMED,2026-08-27T20:55:32.981506+00:00
TL-ORD-203EEF994D,9438,sess_dd8edb3a17c041e6,1210.00,0.00,0.00,1210.00,2,Card,CONFIRMED,2026-08-27T20:38:15.819828+00:00
TL-ORD-1C3126A112,9265,sess_a2b8fdb80d8040c0,1533.00,229.95,0.00,1303.05,2,Card,CONFIRMED,2026-08-27T20:23:17.244153+00:00
TL-ORD-6BC89D154F,7799,sess_98213156578b4e9a,779.00,116.85,99.00,761.15,2,NetBanking,CONFIRMED,2026-08-27T19:55:10.528277+00:00
TL-ORD-EE8504A38D,7525,sess_25750b86c03f4618,3361.00,0.00,0.00,3361.00,4,COD,CONFIRMED,2026-08-27T19:51:10.940565+00:00
TL-ORD-E652363E65,,sess_ab703726aefb43d3,3282.00,492.30,0.00,2789.70,4,COD,CONFIRMED,2026-08-27T19:45:37.244488+00:00
TL-ORD-5F42615B85,6978,sess_e5c5e7eea2364325,2199.00,329.85,0.00,1869.15,4,NetBanking,CONFIRMED,2026-08-27T19:30:18.779034+00:00
TL-ORD-F133FDDFCA,6815,sess_e450ee0d04134f8d,3233.00,484.95,0.00,2748.05,3,NetBanking,CONFIRMED,2026-08-27T19:15:00.039509+00:00
TL-ORD-A95E4D10F2,6202,sess_11bc567817e54e31,1829.00,0.00,0.00,1829.00,2,UPI,CONFIRMED,2026-08-27T18:47:15.540985+00:00
TL-ORD-B8C0154DD1,,sess_7648e7d200634cdb,1664.00,249.60,0.00,1414.40,3,Card,CONFIRMED,2026-08-27T18:26:04.802154+00:00
TL-ORD-ED22CFCA00,,sess_01d82cf848c447f2,1557.00,233.55,0.00,1323.45,4,COD,CONFIRMED,2026-08-27T18:11:24.203997+00:00
TL-ORD-29A51F1E29,,sess_2cfe29da90b745bb,2637.00,0.00,0.00,2637.00,3,NetBanking,CONFIRMED,2026-08-27T18:10:33.104656+00:00
TL-ORD-348A829875,9557,sess_5e6d0ba3062b4511,3152.00,0.00,0.00,3152.00,2,Card,CONFIRMED,2026-08-27T18:05:40.483704+00:00
TL-ORD-68E65D1DFE,9072,sess_fd40e352fb65492c,3499.00,524.85,0.00,2974.15,3,NetBanking,CONFIRMED,2026-08-27T17:46:56.993811+00:00
TL-ORD-1E986CFF8B,7469,sess_f5ff6b43e1c3450b,1791.00,268.65,0.00,1522.35,3,COD,CONFIRMED,2026-08-27T17:41:36.688140+00:00
TL-ORD-24A22B5C9A,8646,sess_1e9f24094c6f4789,1899.00,0.00,0.00,1899.00,2,COD,CONFIRMED,2026-08-27T17:23:46.752748+00:00
TL-ORD-E89045FEC1,6670,sess_c37130c2081a49e9,5596.00,839.40,0.00,4756.60,2,Card,CONFIRMED,2026-08-27T17:22:58.481026+00:00
TL-ORD-6699F57838,,sess_863ecacfab134203,1603.00,0.00,0.00,1603.00,2,Card,CONFIRMED,2026-08-27T17:01:00.307472+00:00
TL-ORD-97AC9F183C,8644,sess_bc6dca00718941dd,1952.00,292.80,0.00,1659.20,2,Card,CONFIRMED,2026-08-27T16:43:45.658423+00:00
TL-ORD-503FEF501E,10749,sess_c20acc9d0e3446dd,1061.00,0.00,0.00,1061.00,3,COD,CONFIRMED,2026-08-27T16:21:37.556429+00:00
TL-ORD-563B444A46,,sess_2a6ff23eb9454edd,2589.00,388.35,0.00,2200.65,2,NetBanking,CONFIRMED,2026-08-27T16:14:40.217666+00:00
TL-ORD-11B3E5EFC4,7772,sess_67141e0583b74f14,2312.00,346.80,0.00,1965.20,5,UPI,CONFIRMED,2026-08-27T15:41:06.677054+00:00
TL-ORD-627D8882E9,11244,sess_5e0fdcf298cc4ec9,2403.00,0.00,0.00,2403.00,2,COD,CONFIRMED,2026-08-27T15:34:48.560892+00:00
TL-ORD-0CBFB2F789,7776,sess_f15439abf8384070,4320.00,0.00,0.00,4320.00,4,Card,CONFIRMED,2026-08-27T15:29:29.426365+00:00
TL-ORD-69BFB23553,6419,sess_e7caf0a11d7d4900,1533.00,0.00,0.00,1533.00,2,Card,CONFIRMED,2026-08-27T15:06:30.612019+00:00
TL-ORD-F3F6023841,,sess_b86c48005bb5428c,2388.00,0.00,0.00,2388.00,4,COD,CONFIRMED,2026-08-27T14:52:26.621557+00:00
TL-ORD-6DC194010F,6193,sess_59373a528e9f4519,2195.00,0.00,0.00,2195.00,4,UPI,CONFIRMED,2026-08-27T14:45:38.680866+00:00
TL-ORD-1F3244732D,7215,sess_b0fcc698da644b7b,2279.00,0.00,0.00,2279.00,4,UPI,CONFIRMED,2026-08-27T14:42:53.871218+00:00
TL-ORD-9B5A707B93,6732,sess_554e610097e84127,3090.00,463.50,0.00,2626.50,2,UPI,CONFIRMED,2026-08-27T14:30:28.054855+00:00
TL-ORD-B04B61B314,11320,sess_edda4f8577d34b20,5322.00,798.30,0.00,4523.70,4,COD,CONFIRMED,2026-08-27T14:30:22.171673+00:00
TL-ORD-71FDD9BF01,8010,sess_9ac4636e7418472a,1230.00,0.00,0.00,1230.00,4,Card,CONFIRMED,2026-08-27T14:21:48.758480+00:00
TL-ORD-CFB813BC07,,sess_ec84029acf494b36,5816.00,872.40,0.00,4943.60,2,NetBanking,CONFIRMED,2026-08-27T14:13:19.453612+00:00
TL-ORD-EFCBC5A48F,9273,sess_610342813321469b,6489.00,973.35,0.00,5515.65,2,UPI,CONFIRMED,2026-08-27T14:11:57.882618+00:00
TL-ORD-CAA156F6C1,,sess_ddf2284d3323439b,2538.00,380.70,0.00,2157.30,2,NetBanking,CONFIRMED,2026-08-27T14:04:33.097319+00:00
TL-ORD-5A59B5EF7F,8005,sess_5a35306a7085449e,4284.00,642.60,0.00,3641.40,2,UPI,CONFIRMED,2026-08-27T13:53:39.179206+00:00
TL-ORD-70445B1E6C,8741,sess_d8ca728753f64e76,5596.00,0.00,0.00,5596.00,2,Card,CONFIRMED,2026-08-27T13:45:47.194494+00:00
TL-ORD-7FD331B966,6005,sess_0ca0ba8625b747ca,859.00,128.85,99.00,829.15,2,UPI,CONFIRMED,2026-08-27T13:39:15.913808+00:00
TL-ORD-B1A8DB53F7,6001,sess_551cf2ab080940e9,4596.00,689.40,0.00,3906.60,3,NetBanking,CONFIRMED,2026-08-27T13:38:55.021094+00:00
TL-ORD-0E398484ED,6074,sess_b57aa58c262840d4,4992.00,748.80,0.00,4243.20,2,NetBanking,CONFIRMED,2026-08-27T13:38:45.716316+00:00
TL-ORD-004C2EB41A,,sess_d69eb08de1e642cb,1899.00,0.00,0.00,1899.00,2,Card,CONFIRMED,2026-08-27T13:38:21.343998+00:00
TL-ORD-F142C9F3A7,8055,sess_2822b60ea6214de9,1308.00,196.20,0.00,1111.80,3,COD,CONFIRMED,2026-08-27T13:31:03.795075+00:00
TL-ORD-629E8BB2E5,10617,sess_5c01dbfef9794f70,4992.00,748.80,0.00,4243.20,2,UPI,CONFIRMED,2026-08-27T13:14:04.273721+00:00
TL-ORD-69F0AD55DE,,sess_81fafaf275594b0e,3361.00,504.15,0.00,2856.85,4,UPI,CONFIRMED,2026-08-27T13:11:09.557025+00:00
TL-ORD-AA30C02834,9393,sess_3b327d0b3f71409e,3899.00,0.00,0.00,3899.00,2,Card,CONFIRMED,2026-08-27T13:04:35.514180+00:00
TL-ORD-020B0C3087,10299,sess_7e7a9713e66d4b37,2350.00,0.00,0.00,2350.00,2,UPI,CONFIRMED,2026-08-27T13:02:14.227708+00:00
TL-ORD-3CEE7E0952,6858,sess_6c7edaa3adba4a39,550.00,0.00,99.00,649.00,5,COD,CONFIRMED,2026-08-27T12:52:25.185848+00:00
TL-ORD-106B0C7AE5,,sess_de17ab13ae7f438f,2279.00,0.00,0.00,2279.00,4,UPI,CONFIRMED,2026-08-27T12:44:35.361287+00:00
TL-ORD-A01769EB11,9130,sess_efe111f1202b4339,1103.00,0.00,0.00,1103.00,5,Card,CONFIRMED,2026-08-27T12:40:55.846871+00:00
TL-ORD-473ADBAE1E,8700,sess_2da3927f89a3481e,3177.00,476.55,0.00,2700.45,3,UPI,CONFIRMED,2026-08-27T12:31:39.301895+00:00
TL-ORD-8F3C70ECC5,,sess_815d3af3ec764c24,2235.00,335.25,0.00,1899.75,3,UPI,CONFIRMED,2026-08-27T12:16:17.505283+00:00
TL-ORD-3734E68C4B,11242,sess_0ff6da843e954dd2,848.00,0.00,99.00,947.00,6,UPI,CONFIRMED,2026-08-27T12:14:50.972463+00:00
TL-ORD-BE0C224271,10340,sess_0e019d9d1b7b4ae5,3777.00,0.00,0.00,3777.00,4,COD,CONFIRMED,2026-08-27T12:12:35.179031+00:00
TL-ORD-0B6F281A0E,9806,sess_4d1d2b813b9741cc,4758.00,713.70,0.00,4044.30,2,COD,CONFIRMED,2026-08-27T11:49:51.235717+00:00
TL-ORD-79C947FEB1,8799,sess_7a6e4e762086414f,3879.00,0.00,0.00,3879.00,5,Card,CONFIRMED,2026-08-27T11:44:44.693415+00:00
TL-ORD-313C1306F8,8560,sess_ec4ac065282748d3,3531.00,529.65,0.00,3001.35,3,NetBanking,CONFIRMED,2026-08-27T11:21:00.835170+00:00
TL-ORD-C0E4FC23F7,,sess_703bccecb4134815,5842.00,876.30,0.00,4965.70,2,Card,CONFIRMED,2026-08-27T11:18:22.430320+00:00
TL-ORD-340435603E,10455,sess_04469e669db4480e,3674.00,0.00,0.00,3674.00,5,UPI,CONFIRMED,2026-08-27T11:17:56.686509+00:00
TL-ORD-709D373D52,7805,sess_4fb4c9ac56f64a79,2438.00,0.00,0.00,2438.00,3,COD,CONFIRMED,2026-08-27T11:06:08.203836+00:00
TL-ORD-03E8528281,6419,sess_19d5af0e638c4084,3531.00,0.00,0.00,3531.00,3,COD,CONFIRMED,2026-08-27T10:34:42.646785+00:00
TL-ORD-B82B40E4ED,,sess_fa42c0b360eb4381,2450.00,0.00,0.00,2450.00,3,COD,CONFIRMED,2026-08-27T10:32:41.747516+00:00
TL-ORD-5860821A93,6476,sess_ae3724728b7c4d84,1061.00,0.00,0.00,1061.00,3,NetBanking,CONFIRMED,2026-08-27T10:29:13.704991+00:00
TL-ORD-BA73F6E142,6117,sess_52e7b48d00a94bde,3389.00,0.00,0.00,3389.00,2,Card,CONFIRMED,2026-08-27T10:19:39.776953+00:00
TL-ORD-AEEB25BEEE,8166,sess_60df3fbdd16c4b53,1664.00,0.00,0.00,1664.00,3,UPI,CONFIRMED,2026-08-27T10:01:08.026352+00:00
TL-ORD-D8F2CECC9E,8009,sess_4af36dd0cd91407c,550.00,0.00,99.00,649.00,5,COD,CONFIRMED,2026-08-27T10:00:37.277250+00:00
TL-ORD-E4DCF16481,,sess_36815f073ea341ab,1244.00,186.60,0.00,1057.40,3,NetBanking,CONFIRMED,2026-08-27T09:41:24.270957+00:00
TL-ORD-2A415FEC4D,9528,sess_1d8be395158d4895,5450.00,0.00,0.00,5450.00,3,UPI,CONFIRMED,2026-08-27T09:34:23.763613+00:00
TL-ORD-DCBCFA9FE4,6720,sess_817d466223124592,3090.00,0.00,0.00,3090.00,2,NetBanking,CONFIRMED,2026-08-27T09:33:48.105435+00:00
TL-ORD-62F6099977,,sess_e6dba37f5432430b,2589.00,388.35,0.00,2200.65,2,COD,CONFIRMED,2026-08-27T09:25:30.907233+00:00
TL-ORD-A69220FE45,,sess_1907412342c34685,4284.00,642.60,0.00,3641.40,2,UPI,CONFIRMED,2026-08-27T09:22:36.590319+00:00
TL-ORD-0D248B1515,9904,sess_22f5404b6c4f4973,1210.00,0.00,0.00,1210.00,2,Card,CONFIRMED,2026-08-27T09:17:14.347726+00:00
TL-ORD-C492B9AA85,11473,sess_213dae59ad7c4a2e,859.00,128.85,99.00,829.15,2,Card,CONFIRMED,2026-08-27T09:11:34.235183+00:00
TL-ORD-2EAF29C038,9381,sess_8311d93f95924fed,1533.00,229.95,0.00,1303.05,2,COD,CONFIRMED,2026-08-27T09:01:17.825665+00:00
TL-ORD-6ED8F97A54,11910,sess_c9e7687d9df14db5,3899.00,584.85,0.00,3314.15,2,Card,CONFIRMED,2026-08-27T08:46:38.788796+00:00
TL-ORD-72D0DA628F,9366,sess_d7af4092d3e94032,4237.00,635.55,0.00,3601.45,4,COD,CONFIRMED,2026-08-27T08:42:04.444665+00:00
TL-ORD-7B3C2E50A1,8375,sess_b5b233e30a7c4b2c,3899.00,0.00,0.00,3899.00,2,UPI,CONFIRMED,2026-08-27T08:39:22.937832+00:00
TL-ORD-0498FEA91F,,sess_16b69d667ecb4af3,1954.00,0.00,0.00,1954.00,6,UPI,CONFIRMED,2026-08-27T08:36:08.355097+00:00
TL-ORD-DCFE392C7E,,sess_b01b1dbc545a41be,3708.00,0.00,0.00,3708.00,4,NetBanking,CONFIRMED,2026-08-27T08:09:04.470379+00:00
TL-ORD-7605EDD37E,11918,sess_3463010b021a4482,3367.00,0.00,0.00,3367.00,3,COD,CONFIRMED,2026-08-27T07:52:49.395419+00:00
TL-ORD-F9462AC11E,11935,sess_6e6faf469f2a4094,2589.00,388.35,0.00,2200.65,2,UPI,CONFIRMED,2026-08-27T07:47:51.450456+00:00
TL-ORD-B78F00FBA3,6721,sess_b94db3863498406f,3844.00,0.00,0.00,3844.00,2,COD,CONFIRMED,2026-08-27T07:29:28.741807+00:00
TL-ORD-6FFEC432F8,11945,sess_26f6dd7cf4a4480b,6594.00,989.10,0.00,5604.90,3,UPI,CONFIRMED,2026-08-27T07:01:10.463619+00:00
TL-ORD-C1DA6BF52B,11767,sess_0a81d088864b4c33,3246.00,0.00,0.00,3246.00,6,Card,CONFIRMED,2026-08-27T06:56:12.543890+00:00
TL-ORD-64904D55F0,11115,sess_b0ee5ae68f1a4e94,5842.00,876.30,0.00,4965.70,2,Card,CONFIRMED,2026-08-27T06:55:39.239016+00:00
TL-ORD-89576787BE,10403,sess_69b7b2262e804881,2640.00,396.00,0.00,2244.00,3,NetBanking,CONFIRMED,2026-08-27T06:50:19.326967+00:00
TL-ORD-E15E6B7E84,7143,sess_aa408e3b978e41da,1199.00,0.00,0.00,1199.00,2,NetBanking,CONFIRMED,2026-08-27T06:43:19.123542+00:00
TL-ORD-DB9FCC437F,,sess_61fd5ab1cfaa409c,3294.00,0.00,0.00,3294.00,4,COD,CONFIRMED,2026-08-27T06:37:56.086031+00:00
TL-ORD-4A348DA6B5,,sess_232e9614c0ab4f1f,3621.00,543.15,0.00,3077.85,3,COD,CONFIRMED,2026-08-27T06:31:24.195624+00:00
TL-ORD-163BF81954,10930,sess_25975e11faaf4f49,3621.00,543.15,0.00,3077.85,3,UPI,CONFIRMED,2026-08-27T06:21:06.539091+00:00
TL-ORD-054E5F502E,7909,sess_503a9bcf0e6a49d9,5322.00,798.30,0.00,4523.70,4,NetBanking,CONFIRMED,2026-08-27T06:05:03.831145+00:00
TL-ORD-B624EEEA68,,sess_5a1ec4cd29f54f94,1170.00,0.00,0.00,1170.00,5,Card,CONFIRMED,2026-08-27T05:36:30.961552+00:00
TL-ORD-3C54C598A6,,sess_25ae4d73e1794686,5842.00,876.30,0.00,4965.70,2,COD,CONFIRMED,2026-08-27T05:31:48.736282+00:00
TL-ORD-4DABAF7985,8295,sess_b8636615de894302,802.00,0.00,99.00,901.00,2,UPI,CONFIRMED,2026-08-27T05:26:33.670658+00:00
TL-ORD-39CEAE5979,9060,sess_0a665a46db744bec,2435.00,0.00,0.00,2435.00,2,Card,CONFIRMED,2026-08-27T05:04:50.527052+00:00
TL-ORD-745DC5D38D,7063,sess_99fa58281ebe490b,2206.00,330.90,0.00,1875.10,3,NetBanking,CONFIRMED,2026-08-27T04:42:58.681201+00:00
TL-ORD-173F3A50EF,6570,sess_f1265db91abf4510,2999.00,0.00,0.00,2999.00,3,NetBanking,CONFIRMED,2026-08-27T04:35:19.248425+00:00
TL-ORD-F4E275FF1C,7918,sess_acf1494bfd1b4816,3367.00,0.00,0.00,3367.00,3,NetBanking,CONFIRMED,2026-08-27T03:45:33.741288+00:00
TL-ORD-AA54A1649D,,sess_e2e0776a36cf4093,550.00,0.00,99.00,649.00,5,COD,CONFIRMED,2026-08-27T03:42:02.457611+00:00
TL-ORD-0400C239F8,8898,sess_1bea034352684f05,2499.00,374.85,0.00,2124.15,3,NetBanking,CONFIRMED,2026-08-27T03:27:56.698475+00:00
TL-ORD-4EFA4E3822,,sess_5ae57111f85648cf,1844.00,0.00,0.00,1844.00,3,UPI,CONFIRMED,2026-08-27T03:17:44.015732+00:00
TL-ORD-2D21C4E5DB,6172,sess_95dc4e895e734610,2550.00,382.50,0.00,2167.50,2,COD,CONFIRMED,2026-08-27T03:11:15.663242+00:00
TL-ORD-6B6FCA0736,8712,sess_f4b55c1fa9d34e97,1829.00,0.00,0.00,1829.00,6,NetBanking,CONFIRMED,2026-08-27T03:09:25.398460+00:00
TL-ORD-55AAE31CA2,10314,sess_e30b8333ae8946f3,1954.00,0.00,0.00,1954.00,6,UPI,CONFIRMED,2026-08-27T02:50:21.022522+00:00
TL-ORD-F7CA47A463,8286,sess_8b5fb00331e84404,3708.00,0.00,0.00,3708.00,4,COD,CONFIRMED,2026-08-27T02:33:51.812398+00:00
TL-ORD-FD0A0B6F11,8258,sess_b6d923837d624cb3,4180.00,0.00,0.00,4180.00,3,Card,CONFIRMED,2026-08-27T02:09:38.773717+00:00
TL-ORD-85830D8476,6588,sess_374336fbc11345e0,829.00,124.35,99.00,803.65,6,COD,CONFIRMED,2026-08-27T01:21:17.590314+00:00
TL-ORD-8EBF35FE71,9240,sess_b02b0a0a4d544075,1733.00,259.95,0.00,1473.05,3,Card,CONFIRMED,2026-08-27T01:09:47.290750+00:00
TL-ORD-369F66DC5C,10646,sess_01756eb7c7d34fd4,3556.00,533.40,0.00,3022.60,2,Card,CONFIRMED,2026-08-27T01:02:37.755975+00:00
TL-ORD-270AE1545F,10425,sess_d7888321f3884dbe,1728.00,0.00,0.00,1728.00,2,COD,CONFIRMED,2026-08-27T01:01:44.343682+00:00
TL-ORD-6A2440296C,,sess_fbd03c1821aa4f15,2839.00,0.00,0.00,2839.00,4,COD,CONFIRMED,2026-08-27T00:40:35.629462+00:00
TL-ORD-D93048070F,,sess_9edfc97ae2bb4823,642.00,96.30,99.00,644.70,5,UPI,CONFIRMED,2026-08-27T00:36:23.090875+00:00
TL-ORD-998C567F4A,6762,sess_34bdd5786f7946e7,1210.00,0.00,0.00,1210.00,2,Card,CONFIRMED,2026-08-27T00:06:49.939449+00:00
TL-ORD-230298CD63,10939,sess_eb9551f33b79445c,4499.00,674.85,0.00,3824.15,2,UPI,CONFIRMED,2026-08-26T23:43:58.217444+00:00
TL-ORD-8CFC5CD774,,sess_1d79f2ee692048be,1199.00,179.85,0.00,1019.15,2,NetBanking,CONFIRMED,2026-08-26T23:40:22.510493+00:00
TL-ORD-F569B96A17,8630,sess_604fb5de789f46e9,6999.00,1049.85,0.00,5949.15,2,Card,CONFIRMED,2026-08-26T23:36:39.849247+00:00
TL-ORD-3C89967D08,11584,sess_9e9fced0b0d94796,1844.00,276.60,0.00,1567.40,3,NetBanking,CONFIRMED,2026-08-26T23:23:56.375293+00:00
TL-ORD-A73ED226AE,11177,sess_3afa8c335bbf476d,4237.00,635.55,0.00,3601.45,4,COD,CONFIRMED,2026-08-26T23:07:52.769468+00:00
TL-ORD-434CE9B6A3,11225,sess_5db100bd91e9420a,3421.00,0.00,0.00,3421.00,6,NetBanking,CONFIRMED,2026-08-26T22:47:58.004084+00:00
TL-ORD-FB901C0651,,sess_15ed6f7453f04aa9,4299.00,0.00,0.00,4299.00,2,UPI,CONFIRMED,2026-08-26T22:32:47.079648+00:00
TL-ORD-5EF3DDF972,9906,sess_92b4db39909143f6,1906.00,0.00,0.00,1906.00,3,COD,CONFIRMED,2026-08-26T22:32:41.528972+00:00
TL-ORD-12B2EB80A8,11071,sess_7b98687280614e7e,3499.00,0.00,0.00,3499.00,2,UPI,CONFIRMED,2026-08-26T21:29:39.505273+00:00
TL-ORD-B67BF9E379,6850,sess_53608be495ab42d4,1322.00,198.30,0.00,1123.70,4,NetBanking,CONFIRMED,2026-08-26T21:23:45.898329+00:00
TL-ORD-DDB1248E9C,11133,sess_746511480e164084,2036.00,0.00,0.00,2036.00,2,NetBanking,CONFIRMED,2026-08-26T21:16:36.854685+00:00
TL-ORD-D3EDA07207,10988,sess_c7ff1200ee6f4369,4700.00,0.00,0.00,4700.00,3,COD,CONFIRMED,2026-08-26T20:52:54.152780+00:00
TL-ORD-FFC6021813,8762,sess_269894a0c2de4e90,3233.00,0.00,0.00,3233.00,3,UPI,CONFIRMED,2026-08-26T20:35:56.208143+00:00
TL-ORD-9DF17B55C2,6175,sess_30ee4da53a61491a,1882.00,282.30,0.00,1599.70,2,UPI,CONFIRMED,2026-08-26T20:21:33.091268+00:00
TL-ORD-07D165B851,9759,sess_375a2a16facd4006,2688.00,0.00,0.00,2688.00,2,NetBanking,CONFIRMED,2026-08-26T20:12:10.496496+00:00
TL-ORD-70E29FBF66,9510,sess_3a92e2b5195a4c97,1684.00,0.00,0.00,1684.00,2,UPI,CONFIRMED,2026-08-26T20:05:52.860515+00:00
TL-ORD-520333168D,10366,sess_c1035a9fd3b645ba,1829.00,0.00,0.00,1829.00,6,COD,CONFIRMED,2026-08-26T19:59:59.576742+00:00
TL-ORD-1F92388480,9221,sess_2d8b4c431c1a4a6e,4999.00,749.85,0.00,4249.15,3,COD,CONFIRMED,2026-08-26T19:57:38.656318+00:00
TL-ORD-055D1A71FD,,sess_4ee1951522a44867,1299.00,0.00,0.00,1299.00,3,Card,CONFIRMED,2026-08-26T19:40:21.224876+00:00
TL-ORD-D5DD1CBCF0,,sess_d6cce97e23c244ce,2839.00,0.00,0.00,2839.00,4,NetBanking,CONFIRMED,2026-08-26T19:38:44.584818+00:00
TL-ORD-A83888A713,7814,sess_d51ed608071e4d27,2195.00,329.25,0.00,1865.75,4,Card,CONFIRMED,2026-08-26T19:36:53.110361+00:00
TL-ORD-AA1EC0E4FC,8226,sess_fda5ac77a50b4307,999.00,0.00,0.00,999.00,2,COD,CONFIRMED,2026-08-26T19:34:35.400087+00:00
TL-ORD-5EA9282935,8962,sess_78949db1c57f403c,1040.00,0.00,0.00,1040.00,2,Card,CONFIRMED,2026-08-26T19:21:47.328576+00:00
TL-ORD-BCA82F293F,11374,sess_fca15bd4382340a7,1668.00,250.20,0.00,1417.80,3,Card,CONFIRMED,2026-08-26T19:08:41.059023+00:00
TL-ORD-FAE8AB5E99,7449,sess_5930b0bb0c2541f8,3559.00,0.00,0.00,3559.00,2,COD,CONFIRMED,2026-08-26T19:02:22.779883+00:00
TL-ORD-4E1E245243,,sess_30848b946e0f41b6,1829.00,0.00,0.00,1829.00,2,Card,CONFIRMED,2026-08-26T18:59:24.058478+00:00
TL-ORD-0AE90A93A1,,sess_e72ab6fbbd124a19,3410.00,511.50,0.00,2898.50,4,UPI,CONFIRMED,2026-08-26T18:55:20.136424+00:00
TL-ORD-BFA8FB9B43,6785,sess_9f6d5a9f3bd048b9,2550.00,382.50,0.00,2167.50,2,Card,CONFIRMED,2026-08-26T18:53:29.781290+00:00
TL-ORD-0F08FB62D3,7412,sess_3cf6a25579c84337,1954.00,0.00,0.00,1954.00,6,Card,CONFIRMED,2026-08-26T18:47:13.892646+00:00
TL-ORD-F8017CBAEE,8051,sess_63df20efc304478c,4079.00,0.00,0.00,4079.00,2,UPI,CONFIRMED,2026-08-26T18:46:52.569167+00:00
TL-ORD-24843FAE95,,sess_e332f98b8faa4181,2438.00,365.70,0.00,2072.30,3,Card,CONFIRMED,2026-08-26T18:44:11.601922+00:00
TL-ORD-EBA716772D,7066,sess_45fd96b719894357,4645.00,696.75,0.00,3948.25,2,NetBanking,CONFIRMED,2026-08-26T18:32:29.015691+00:00
TL-ORD-11A0AF8DB0,11306,sess_f2cd1585cb844c4a,2199.00,0.00,0.00,2199.00,4,UPI,CONFIRMED,2026-08-26T18:30:48.352475+00:00
TL-ORD-618079549C,8127,sess_a4e7da36b2db48fc,3844.00,0.00,0.00,3844.00,2,Card,CONFIRMED,2026-08-26T18:29:53.270645+00:00
TL-ORD-6DF88E50F1,,sess_2d6ff1e9638f454e,4499.00,0.00,0.00,4499.00,2,UPI,CONFIRMED,2026-08-26T18:10:18.739661+00:00
