order_id,user_id,session_id,total_amount,discount_amount,delivery_fee,final_amount,delivery_days,payment_method,status,shipping_city,shipping_pincode,created_at,order_date
TL-ORD-3CC2ACAB5F,11704.0,sess_7204a59bd2844dce,1899,0.0,0,1899.0,4,NetBanking,CONFIRMED,Bengaluru,624072,2026-09-06 22:06:04.138808,2026-09-06
TL-ORD-F1460F3D08,,sess_f11647f01570429f,2550,382.5,0,2167.5,2,UPI,CONFIRMED,Hyderabad,442534,2026-08-20 07:05:57.692589,2026-08-20
TL-ORD-EC100CB9FE,11195.0,sess_061ab950b77a4bef,2312,0.0,0,2312.0,5,NetBanking,CONFIRMED,Pune,286106,2026-08-25 00:59:16.331690,2026-08-25
TL-ORD-07DDAF52B1,,sess_4b047a4964064c81,3621,0.0,0,3621.0,3,COD,CONFIRMED,Chennai,207634,2026-09-11 07:46:14.019763,2026-09-11
TL-ORD-5E5E5BEF30,6740.0,sess_2ffdac6ba490480e,3556,533.4,0,3022.6,2,Card,CONFIRMED,Hyderabad,504349,2026-08-18 00:18:52.545987,2026-08-18
TL-ORD-B1F3D5A65D,6044.0,sess_e5b8ca903a9346af,2464,0.0,0,2464.0,3,COD,CONFIRMED,Mumbai,205174,2026-08-30 19:30:53.152766,2026-08-30
TL-ORD-A19F7B67A1,8183.0,sess_72e3a45e0d8745c3,1251,187.65,0,1063.35,3,NetBanking,CONFIRMED,Hyderabad,671337,2026-08-30 10:45:01.130104,2026-08-30
TL-ORD-A362BB7F89,,sess_7e51a0e89f7e46d1,2499,0.0,0,2499.0,3,COD,CONFIRMED,Chennai,113288,2026-09-06 17:14:47.792674,2026-09-06
TL-ORD-E6A7A634DD,,sess_fee727acb05d4aca,2199,329.85,0,1869.15,4,Card,CONFIRMED,Pune,598417,2026-09-12 03:00:31.114732,2026-09-12
TL-ORD-66F7D30D6B,7725.0,sess_0908a99c43674541,3481,0.0,0,3481.0,5,UPI,CONFIRMED,Hyderabad,670613,2026-08-30 19:34:53.432018,2026-08-30
TL-ORD-2067092C69,8839.0,sess_1e328a17305f4c01,1664,0.0,0,1664.0,3,UPI,CONFIRMED,Hyderabad,524578,2026-08-17 00:20:14.257690,2026-08-17
TL-ORD-BD0FEA0A39,10315.0,sess_d98740df300843e1,2350,0.0,0,2350.0,2,COD,CONFIRMED,Chennai,251684,2026-09-02 04:03:08.777231,2026-09-02
TL-ORD-1230DEBE24,6937.0,sess_db5279b9cecf4d97,3294,494.1,0,2799.9,4,NetBanking,CONFIRMED,Bengaluru,616149,2026-09-10 00:29:14.777714,2026-09-10
TL-ORD-EFCBC5A48F,9273.0,sess_610342813321469b,6489,973.35,0,5515.65,2,UPI,CONFIRMED,Pune,362841,2026-08-27 14:11:57.882618,2026-08-27
TL-ORD-25D036E9CA,6068.0,sess_6ba293e5230b47f7,1829,0.0,0,1829.0,6,NetBanking,CONFIRMED,Chennai,537597,2026-09-10 02:50:52.768729,2026-09-10
TL-ORD-3CB3833692,11897.0,sess_080302e4fb6f4696,999,149.85,0,849.15,6,COD,CONFIRMED,Chennai,676702,2026-09-07 14:38:14.015442,2026-09-07
TL-ORD-4020C3DE1B,10684.0,sess_2c50f34a5c034a2e,1210,0.0,0,1210.0,2,Card,CONFIRMED,Pune,427618,2026-08-19 16:55:14.308744,2026-08-19
TL-ORD-04EB826405,10897.0,sess_a1f6c35105cd4562,1276,0.0,0,1276.0,5,Card,CONFIRMED,Pune,296648,2026-09-10 10:02:35.235524,2026-09-10
TL-ORD-17A818C9AB,8818.0,sess_b33fd7247c3d4670,2637,0.0,0,2637.0,3,COD,CONFIRMED,Hyderabad,552002,2026-09-07 14:58:22.841588,2026-09-07
TL-ORD-E7EA99286E,9669.0,sess_81d9c6e86a374906,5184,777.6,0,4406.4,6,Card,CONFIRMED,Chennai,407697,2026-09-01 00:46:30.935608,2026-09-01
TL-ORD-9AB776EE63,6156.0,sess_ea7eb3b81f2d4601,1199,179.85,0,1019.15,2,Card,CONFIRMED,Pune,652098,2026-09-05 18:17:54.535232,2026-09-05
TL-ORD-1E9EAAACC5,6866.0,sess_950cd04b9dcb460b,1040,0.0,0,1040.0,2,NetBanking,CONFIRMED,Delhi NCR,409973,2026-08-23 13:08:48.302915,2026-08-23
TL-ORD-48AE589D7A,,sess_a97f862a72d94e30,3473,0.0,0,3473.0,3,COD,CONFIRMED,Pune,428753,2026-09-10 07:28:40.201500,2026-09-10
TL-ORD-3237C1D030,10321.0,sess_f9199b1060634e42,3844,0.0,0,3844.0,2,COD,CONFIRMED,Pune,277646,2026-08-28 11:33:22.616260,2026-08-28
TL-ORD-8277FAEB12,,sess_f2e10db419344c4d,1322,0.0,0,1322.0,4,UPI,CONFIRMED,Mumbai,275009,2026-08-20 11:42:23.278554,2026-08-20
TL-ORD-BD51B535D9,8443.0,sess_034dd2290c6046bd,751,0.0,99,850.0,4,NetBanking,CONFIRMED,Bengaluru,576546,2026-09-11 01:08:26.743121,2026-09-11
TL-ORD-0D91B0CDA2,6281.0,sess_3b8b52ab19804759,5184,0.0,0,5184.0,6,Card,CONFIRMED,Mumbai,280133,2026-09-03 06:13:27.101520,2026-09-03
TL-ORD-1AF3B2CFDC,7325.0,sess_ee596de0d97743d0,1875,0.0,0,1875.0,4,Card,CONFIRMED,Chennai,409727,2026-08-15 19:00:51.065434,2026-08-15
TL-ORD-19AFE5C6EF,8982.0,sess_4af754433c314ad8,4168,0.0,0,4168.0,3,NetBanking,CONFIRMED,Hyderabad,265634,2026-08-17 07:12:35.028385,2026-08-17
TL-ORD-21E3E1789B,7242.0,sess_2fdbd37ef73b49c0,999,0.0,0,999.0,2,COD,CONFIRMED,Hyderabad,337785,2026-08-21 22:57:58.257815,2026-08-21
TL-ORD-8FB162BEF2,,sess_8c07913c05244320,743,0.0,99,842.0,3,UPI,CONFIRMED,Hyderabad,191722,2026-08-17 16:21:36.130503,2026-08-17
TL-ORD-483DE0A298,6826.0,sess_0d5f1c0ec3b44c51,1802,0.0,0,1802.0,3,Card,CONFIRMED,Hyderabad,358565,2026-08-28 04:58:11.502887,2026-08-28
TL-ORD-BF4F1FFD5D,,sess_029bf0bcfe484243,3556,0.0,0,3556.0,2,Card,CONFIRMED,Bengaluru,259437,2026-09-10 17:35:19.785512,2026-09-10
TL-ORD-70D5F2E562,,sess_4121f92868084fe6,1506,225.9,0,1280.1,3,UPI,CONFIRMED,Delhi NCR,420057,2026-09-05 07:21:18.975021,2026-09-05
TL-ORD-E55AAED295,,sess_2cd6574559a54cae,2799,0.0,0,2799.0,5,NetBanking,CONFIRMED,Mumbai,365229,2026-09-06 19:41:02.453262,2026-09-06
TL-ORD-011CB855CF,6504.0,sess_6ce122da2e7141ea,4645,0.0,0,4645.0,2,UPI,CONFIRMED,Delhi NCR,636750,2026-08-26 08:53:00.990217,2026-08-26
TL-ORD-2B5DF2E25C,7171.0,sess_3ba512830d874579,999,0.0,0,999.0,2,UPI,CONFIRMED,Hyderabad,149689,2026-08-20 02:22:18.999585,2026-08-20
TL-ORD-1D8DECD409,9111.0,sess_2433993133b34803,3582,537.3,0,3044.7,4,Card,CONFIRMED,Chennai,246031,2026-08-30 22:28:48.663930,2026-08-30
TL-ORD-A5856F535F,11822.0,sess_6359cbc9fe984023,2172,0.0,0,2172.0,6,Card,CONFIRMED,Mumbai,420117,2026-08-30 00:09:17.500755,2026-08-30
TL-ORD-C57ED5B16A,,sess_6304429f922f42b0,2792,0.0,0,2792.0,2,NetBanking,CONFIRMED,Bengaluru,698546,2026-09-02 15:43:16.795551,2026-09-02
TL-ORD-1882BFF7D6,,sess_ca5f4c36b65b4c5e,4320,0.0,0,4320.0,4,COD,CONFIRMED,Bengaluru,355405,2026-09-05 11:56:57.759001,2026-09-05
TL-ORD-601F1DB82A,8862.0,sess_67287ff71f364c5c,4499,0.0,0,4499.0,2,NetBanking,CONFIRMED,Chennai,310388,2026-08-18 10:59:34.630207,2026-08-18
TL-ORD-72F21A46B2,9455.0,sess_fccec2d5a99a4e72,3177,476.55,0,2700.45,3,NetBanking,CONFIRMED,Hyderabad,484270,2026-09-10 13:38:07.197594,2026-09-10
TL-ORD-4BEFF8E775,7582.0,sess_71af52aa840a411c,1567,0.0,0,1567.0,3,NetBanking,CONFIRMED,Mumbai,622600,2026-08-19 21:04:44.047401,2026-08-19
TL-ORD-F6D9A91122,10568.0,sess_9f026cdeeff84d6e,3857,578.55,0,3278.45,5,UPI,CONFIRMED,Bengaluru,328489,2026-09-08 12:36:16.766748,2026-09-08
TL-ORD-686F8AF7F0,6228.0,sess_7ed123c2a9ac4459,642,96.3,99,644.7,5,NetBanking,CONFIRMED,Bengaluru,438368,2026-08-29 12:39:35.916096,2026-08-29
TL-ORD-2036AEFBAB,7934.0,sess_beb9056b6a96451d,779,116.85,99,761.15,2,Card,CONFIRMED,Bengaluru,183715,2026-09-03 08:18:03.235547,2026-09-03
TL-ORD-8369D6FD4E,,sess_a49a8193d5dd4b12,1107,0.0,0,1107.0,4,COD,CONFIRMED,Bengaluru,468579,2026-08-23 16:49:46.981127,2026-08-23
TL-ORD-21457D242F,11024.0,sess_59687eb5eadc4224,1733,0.0,0,1733.0,3,Card,CONFIRMED,Hyderabad,231357,2026-09-10 01:06:50.172341,2026-09-10
TL-ORD-D93A80DD34,6874.0,sess_6934a3fcdde34121,1199,179.85,0,1019.15,2,NetBanking,CONFIRMED,Bengaluru,640255,2026-09-07 04:53:04.625902,2026-09-07
TL-ORD-30A4B1D992,,sess_48b43a05eb914ac3,2499,374.85,0,2124.15,3,UPI,CONFIRMED,Delhi NCR,336666,2026-08-25 21:19:46.016450,2026-08-25
TL-ORD-B783ADCCEA,,sess_7c0585ee35d54951,2853,427.95,0,2425.05,4,UPI,CONFIRMED,Bengaluru,446607,2026-09-02 15:52:52.807622,2026-09-02
TL-ORD-1C465D3FA3,,sess_b61b551d01844384,984,0.0,99,1083.0,5,COD,CONFIRMED,Delhi NCR,628076,2026-08-28 13:46:20.079632,2026-08-28
TL-ORD-1D9949E8BD,8562.0,sess_abcfbef3570e4356,2499,0.0,0,2499.0,3,Card,CONFIRMED,Chennai,326464,2026-09-11 08:19:48.815141,2026-09-11
TL-ORD-D618BA91A7,11785.0,sess_7ac5d8bc7e374efb,5421,0.0,0,5421.0,4,UPI,CONFIRMED,Pune,623749,2026-08-19 10:43:20.338073,2026-08-19
TL-ORD-BFFACBD2C2,11027.0,sess_be389bd04a6749bc,2792,0.0,0,2792.0,2,COD,CONFIRMED,Bengaluru,388762,2026-08-23 02:20:17.738183,2026-08-23
TL-ORD-5F7FF12352,,sess_09cb21943e454e86,3282,0.0,0,3282.0,4,NetBanking,CONFIRMED,Hyderabad,254325,2026-08-20 12:13:27.553722,2026-08-20
TL-ORD-BDDBA20414,11955.0,sess_130d7016d14b42c9,2550,0.0,0,2550.0,2,COD,CONFIRMED,Pune,557980,2026-08-30 09:54:24.147257,2026-08-30
TL-ORD-0A13756648,11890.0,sess_e662f22321704370,5450,0.0,0,5450.0,2,NetBanking,CONFIRMED,Bengaluru,533958,2026-09-13 14:37:52.449931,2026-09-13
TL-ORD-B76C160E8C,6867.0,sess_7cb79bc2062f45ea,848,0.0,99,947.0,6,UPI,CONFIRMED,Mumbai,184981,2026-09-05 17:13:20.254622,2026-09-05
TL-ORD-945B694CA6,,sess_a619e0769576480b,2199,329.85,0,1869.15,4,UPI,CONFIRMED,Hyderabad,475419,2026-08-28 19:18:09.771155,2026-08-28
TL-ORD-D5C1DF9BD8,9317.0,sess_3256548279bd4f35,2781,0.0,0,2781.0,2,COD,CONFIRMED,Delhi NCR,314290,2026-08-22 16:05:12.839531,2026-08-22
TL-ORD-6162EBD3DC,8402.0,sess_30ea21fbd29b49d3,2339,350.85,0,1988.15,2,Card,CONFIRMED,Chennai,405774,2026-09-12 02:04:10.183378,2026-09-12
TL-ORD-0D297B8782,8963.0,sess_9cbe51db6d584911,2435,0.0,0,2435.0,2,NetBanking,CONFIRMED,Chennai,192550,2026-09-05 07:08:28.929080,2026-09-05
TL-ORD-04F7DC8762,6342.0,sess_1535f6cf4a5e465c,1040,156.0,0,884.0,2,COD,CONFIRMED,Chennai,669192,2026-08-28 07:49:54.732752,2026-08-28
TL-ORD-0185F06F50,8959.0,sess_a3798b29ada44974,1270,190.5,0,1079.5,5,UPI,CONFIRMED,Delhi NCR,568504,2026-08-25 17:04:17.641712,2026-08-25
TL-ORD-1C52A35EC3,6948.0,sess_d29363ea373b4a6a,2388,0.0,0,2388.0,4,COD,CONFIRMED,Pune,136600,2026-09-08 01:45:14.549352,2026-09-08
TL-ORD-87A5696A9B,8423.0,sess_12318a39e8ff4d9a,1506,225.9,0,1280.1,3,UPI,CONFIRMED,Delhi NCR,629120,2026-09-10 00:38:59.439094,2026-09-10
TL-ORD-6A2B9CC2C5,10382.0,sess_0421acf3c2454a6f,1567,0.0,0,1567.0,3,COD,CONFIRMED,Hyderabad,172933,2026-08-28 21:52:23.993298,2026-08-28
TL-ORD-940C99A41F,,sess_f38db6c4ce9447c3,2206,0.0,0,2206.0,3,NetBanking,CONFIRMED,Mumbai,640918,2026-09-04 20:04:28.849498,2026-09-04
TL-ORD-267534BA9A,7829.0,sess_399bf7ea19644524,2637,395.55,0,2241.45,3,Card,CONFIRMED,Mumbai,322464,2026-08-25 13:12:12.719595,2026-08-25
TL-ORD-067B3568B2,11207.0,sess_02b66fd3e7ab4006,1339,200.85,0,1138.15,3,NetBanking,CONFIRMED,Delhi NCR,344450,2026-09-03 22:58:24.087763,2026-09-03
TL-ORD-CAC2AA2830,9373.0,sess_973a62b1089a45dd,4596,689.4,0,3906.6,3,Card,CONFIRMED,Hyderabad,652505,2026-08-26 05:25:05.750895,2026-08-26
TL-ORD-EF0EE54435,7721.0,sess_19d43dc7e9f840b8,2781,0.0,0,2781.0,2,UPI,CONFIRMED,Delhi NCR,538057,2026-08-17 20:40:10.201891,2026-08-17
TL-ORD-539961E24F,8403.0,sess_81a3f2354db24b52,3246,0.0,0,3246.0,6,COD,CONFIRMED,Bengaluru,501501,2026-09-08 09:55:36.752972,2026-09-08
TL-ORD-56059C217A,,sess_fb84dbc525154441,2637,395.55,0,2241.45,3,COD,CONFIRMED,Bengaluru,380267,2026-09-10 19:17:39.269727,2026-09-10
TL-ORD-A69220FE45,,sess_1907412342c34685,4284,642.6,0,3641.4,2,UPI,CONFIRMED,Bengaluru,299048,2026-08-27 09:22:36.590319,2026-08-27
TL-ORD-1AB3BD5F9F,10156.0,sess_1767054941d54882,7844,0.0,0,7844.0,2,NetBanking,CONFIRMED,Hyderabad,348074,2026-09-04 11:00:19.483241,2026-09-04
TL-ORD-B239F6E429,11364.0,sess_47b1242173f34a1b,2437,365.55,0,2071.45,4,COD,CONFIRMED,Hyderabad,350861,2026-09-04 17:38:59.251767,2026-09-04
TL-ORD-C7BD65892F,10251.0,sess_9947834361414d6e,2206,0.0,0,2206.0,3,NetBanking,CONFIRMED,Pune,216011,2026-09-03 22:21:50.500120,2026-09-03
TL-ORD-28C5862D18,,sess_388e47b959394e48,3708,0.0,0,3708.0,4,Card,CONFIRMED,Chennai,656372,2026-08-21 00:50:55.719482,2026-08-21
TL-ORD-4EFA4E3822,,sess_5ae57111f85648cf,1844,0.0,0,1844.0,3,UPI,CONFIRMED,Mumbai,576541,2026-08-27 03:17:44.015732,2026-08-27
TL-ORD-DDFAD8BCFE,,sess_285dbf2eac854ff9,829,0.0,99,928.0,6,COD,CONFIRMED,Delhi NCR,340709,2026-08-25 12:30:15.593501,2026-08-25
TL-ORD-92354C0D6A,,sess_83d319bce97c432b,1928,0.0,0,1928.0,2,NetBanking,CONFIRMED,Hyderabad,151640,2026-08-23 20:25:43.169910,2026-08-23
TL-ORD-C15B24B333,11473.0,sess_aeb0f8423722461c,1068,160.2,0,907.8,4,NetBanking,CONFIRMED,Bengaluru,200891,2026-08-18 04:45:32.400370,2026-08-18
TL-ORD-112F1BFFB7,,sess_1e1aa790d8124ada,3985,597.75,0,3387.25,3,UPI,CONFIRMED,Mumbai,630753,2026-09-09 00:45:03.303768,2026-09-09
TL-ORD-26534229F1,10891.0,sess_3ef2c47067ce445f,2799,0.0,0,2799.0,2,UPI,CONFIRMED,Hyderabad,190631,2026-08-18 07:11:43.564077,2026-08-18
TL-ORD-DDEEBC08F4,8700.0,sess_add5bed189c64751,743,0.0,99,842.0,3,Card,CONFIRMED,Delhi NCR,466491,2026-09-05 10:25:07.146987,2026-09-05
TL-ORD-E8D571BDB4,11880.0,sess_10cbe628952d44d0,1844,0.0,0,1844.0,2,UPI,CONFIRMED,Mumbai,401796,2026-09-13 13:05:53.895656,2026-09-13
TL-ORD-887434DF87,8669.0,sess_a8362450eefc4cc8,6188,928.2,0,5259.8,2,NetBanking,CONFIRMED,Delhi NCR,434886,2026-09-10 14:33:08.009578,2026-09-10
TL-ORD-170FCD9D69,,sess_c5a2dc1fee0b430f,1034,0.0,0,1034.0,4,NetBanking,CONFIRMED,Pune,425139,2026-08-21 17:39:52.036113,2026-08-21
TL-ORD-53DCAC0D10,,sess_9e95599d40a0474e,4030,0.0,0,4030.0,4,COD,CONFIRMED,Chennai,523571,2026-08-31 10:42:52.391469,2026-08-31
TL-ORD-583ED036FB,10191.0,sess_99926d9e9945449d,2799,0.0,0,2799.0,2,COD,CONFIRMED,Mumbai,514699,2026-09-03 13:01:07.637824,2026-09-03
TL-ORD-F93435CB65,,sess_460aa038beb54697,2435,0.0,0,2435.0,2,NetBanking,CONFIRMED,Mumbai,674092,2026-08-18 07:21:21.593009,2026-08-18
TL-ORD-0C553B9FEE,11778.0,sess_39679fabb11c46f2,2339,0.0,0,2339.0,2,NetBanking,CONFIRMED,Bengaluru,376002,2026-08-31 12:18:53.267208,2026-08-31
TL-ORD-909AD70369,7675.0,sess_571c8beaa2284f88,999,0.0,0,999.0,2,UPI,CONFIRMED,Delhi NCR,394167,2026-08-20 23:33:01.403885,2026-08-20
TL-ORD-005F6FE76D,,sess_3cea8993e6ef4e7b,1906,285.9,0,1620.1,3,COD,CONFIRMED,Hyderabad,451605,2026-08-31 08:39:03.963529,2026-08-31
TL-ORD-68E8FCCF92,6477.0,sess_fbaa3437d3a04fdc,1875,281.25,0,1593.75,4,NetBanking,CONFIRMED,Delhi NCR,291379,2026-08-29 16:41:55.307998,2026-08-29
TL-ORD-C18A98DD9F,8737.0,sess_8a62e28c14034cf1,751,112.65,99,737.35,4,COD,CONFIRMED,Chennai,488670,2026-09-05 00:04:15.195035,2026-09-05
TL-ORD-E1E05A760E,7337.0,sess_bffde7e21cde4dae,1829,0.0,0,1829.0,2,NetBanking,CONFIRMED,Hyderabad,558287,2026-08-15 02:55:55.198351,2026-08-15
TL-ORD-82999316C7,7825.0,sess_ca0af4cc575a4efe,999,149.85,0,849.15,2,NetBanking,CONFIRMED,Mumbai,316225,2026-08-21 03:13:50.626953,2026-08-21
TL-ORD-965F80F05B,10790.0,sess_9e571519e6834bc9,1210,181.5,0,1028.5,2,NetBanking,CONFIRMED,Chennai,460184,2026-09-08 05:47:10.333280,2026-09-08
TL-ORD-832C7E0610,7417.0,sess_fdc1d797aebc4c16,2435,0.0,0,2435.0,2,Card,CONFIRMED,Mumbai,318492,2026-08-28 18:48:42.661473,2026-08-28
TL-ORD-0D03E17A9B,,sess_02108c37aeb4402b,3712,556.8,0,3155.2,2,COD,CONFIRMED,Mumbai,295814,2026-09-03 19:13:04.780926,2026-09-03
TL-ORD-4F4F786E3F,,sess_b489cd735a094819,2794,419.1,0,2374.9,5,UPI,CONFIRMED,Mumbai,667956,2026-08-20 15:26:31.240559,2026-08-20
TL-ORD-B85CB1A391,10258.0,sess_0e2f537065944da3,1728,0.0,0,1728.0,2,Card,CONFIRMED,Delhi NCR,452622,2026-08-23 10:17:58.784702,2026-08-23
TL-ORD-C9D7D8B2F1,7475.0,sess_fbbc9a00546a4685,1684,0.0,0,1684.0,2,UPI,CONFIRMED,Mumbai,588106,2026-08-19 03:09:53.143794,2026-08-19
TL-ORD-A42D0F9B17,7294.0,sess_de7ab49d5fad40e4,852,0.0,99,951.0,2,COD,CONFIRMED,Mumbai,636670,2026-08-28 11:09:47.584119,2026-08-28
TL-ORD-4B35EBAB63,6730.0,sess_0999e4279dfc4663,4992,748.8,0,4243.2,2,NetBanking,CONFIRMED,Delhi NCR,188290,2026-09-04 17:28:24.255886,2026-09-04
TL-ORD-6CE77A0588,8833.0,sess_b99090d62dcc4c6b,2450,367.5,0,2082.5,3,COD,CONFIRMED,Pune,675520,2026-08-25 20:20:13.455555,2026-08-25
TL-ORD-9E661ADDFF,9611.0,sess_1c2d7abbfba34505,751,112.65,99,737.35,4,NetBanking,CONFIRMED,Mumbai,443210,2026-08-20 18:59:54.893399,2026-08-20
TL-ORD-6879A2F5EB,11130.0,sess_439113538aed4704,1899,0.0,0,1899.0,4,UPI,CONFIRMED,Mumbai,515090,2026-09-06 22:29:21.063500,2026-09-06
TL-ORD-424256F749,6222.0,sess_88bc296d11b04641,3410,0.0,0,3410.0,4,Card,CONFIRMED,Bengaluru,210472,2026-09-07 12:33:29.369133,2026-09-07
TL-ORD-4DABAF7985,8295.0,sess_b8636615de894302,802,0.0,99,901.0,2,UPI,CONFIRMED,Bengaluru,274003,2026-08-27 05:26:33.670658,2026-08-27
TL-ORD-AE02F897D2,6014.0,sess_f2a74493f9d44976,2199,0.0,0,2199.0,4,Card,CONFIRMED,Hyderabad,260413,2026-09-03 21:48:59.040433,2026-09-03
TL-ORD-54477A2DFF,8140.0,sess_e6132fd9f1464038,2617,0.0,0,2617.0,4,Card,CONFIRMED,Hyderabad,281294,2026-09-02 10:49:16.325943,2026-09-02
TL-ORD-A927D801C0,10153.0,sess_059497210b5c4a91,751,112.65,99,737.35,4,Card,CONFIRMED,Mumbai,164680,2026-08-16 01:46:48.809444,2026-08-16
TL-ORD-EF02C70F02,9455.0,sess_1a0e19cf3cdf42f9,4180,0.0,0,4180.0,3,NetBanking,CONFIRMED,Hyderabad,374750,2026-08-23 22:04:47.914440,2026-08-23
TL-ORD-845ED8A4DC,,sess_894ab32a56a249a6,6999,1049.85,0,5949.15,2,UPI,CONFIRMED,Bengaluru,274125,2026-09-09 05:22:58.876533,2026-09-09
TL-ORD-4DD04D276B,8941.0,sess_52764c3351354ae5,1906,285.9,0,1620.1,3,UPI,CONFIRMED,Chennai,205542,2026-08-16 17:50:32.509185,2026-08-16
TL-ORD-9281991BAC,10480.0,sess_59a9d18699834647,2450,0.0,0,2450.0,3,NetBanking,CONFIRMED,Pune,364514,2026-09-12 02:22:37.776264,2026-09-12
TL-ORD-569DC9C4C3,8670.0,sess_49222f4ac5ba4745,4481,672.15,0,3808.85,5,UPI,CONFIRMED,Mumbai,119070,2026-09-08 18:43:58.944708,2026-09-08
TL-ORD-BD426D2323,7648.0,sess_68b6db176b144c74,2279,0.0,0,2279.0,4,UPI,CONFIRMED,Pune,479333,2026-09-13 09:56:09.227352,2026-09-13
TL-ORD-F28003BBA9,8029.0,sess_ffe26a617c5740ef,1276,191.4,0,1084.6,5,Card,CONFIRMED,Bengaluru,663518,2026-08-21 13:17:41.661389,2026-08-21
TL-ORD-BE286A5BA6,8607.0,sess_ea214a39f82340b6,1199,179.85,0,1019.15,2,UPI,CONFIRMED,Hyderabad,645851,2026-08-29 11:05:56.261760,2026-08-29
TL-ORD-054E5F502E,7909.0,sess_503a9bcf0e6a49d9,5322,798.3,0,4523.7,4,NetBanking,CONFIRMED,Chennai,313946,2026-08-27 06:05:03.831145,2026-08-27
TL-ORD-D0A9FA1055,8123.0,sess_d240b9948c8d4b9c,2388,358.2,0,2029.8,4,Card,CONFIRMED,Pune,559247,2026-08-20 15:35:58.890924,2026-08-20
TL-ORD-09B4D390A7,,sess_22d510dd7977482e,5596,0.0,0,5596.0,2,UPI,CONFIRMED,Mumbai,673019,2026-08-25 04:20:17.708540,2026-08-25
TL-ORD-00898F341E,8777.0,sess_602b7384193e4dd6,1270,0.0,0,1270.0,5,UPI,CONFIRMED,Pune,500308,2026-08-23 02:53:07.476317,2026-08-23
TL-ORD-76FCF36B5B,7682.0,sess_a1925ab4b0d34133,1617,0.0,0,1617.0,3,NetBanking,CONFIRMED,Mumbai,297023,2026-08-25 23:53:41.501310,2026-08-25
TL-ORD-984177998B,11099.0,sess_6b13b5ce588c4a1a,1506,0.0,0,1506.0,3,NetBanking,CONFIRMED,Hyderabad,311004,2026-08-24 11:06:09.952536,2026-08-24
TL-ORD-C98884FE04,,sess_f326df1da23645ec,1914,0.0,0,1914.0,3,Card,CONFIRMED,Delhi NCR,616677,2026-08-21 16:40:05.394458,2026-08-21
TL-ORD-F07153BC1D,11959.0,sess_439b241fa375452e,2388,358.2,0,2029.8,4,NetBanking,CONFIRMED,Mumbai,387643,2026-08-26 06:41:32.206758,2026-08-26
TL-ORD-26D71F21F5,,sess_769821c225854959,2437,0.0,0,2437.0,4,Card,CONFIRMED,Hyderabad,454725,2026-09-12 07:37:22.583913,2026-09-12
TL-ORD-94D352FD1C,9269.0,sess_90fe21439eed4e45,2279,341.85,0,1937.15,2,COD,CONFIRMED,Chennai,321952,2026-08-19 05:26:40.741002,2026-08-19
TL-ORD-EF693F2709,7037.0,sess_9d192547b1e445a4,3537,0.0,0,3537.0,3,Card,CONFIRMED,Delhi NCR,323464,2026-08-18 00:00:33.276297,2026-08-18
TL-ORD-B440655375,11282.0,sess_633c1ab045bf48cc,3410,0.0,0,3410.0,4,Card,CONFIRMED,Hyderabad,152123,2026-09-06 00:48:55.111346,2026-09-06
TL-ORD-8BE0EB11C1,7118.0,sess_64bbc21416db40a4,999,0.0,0,999.0,6,UPI,CONFIRMED,Hyderabad,174573,2026-09-01 05:10:37.856296,2026-09-01
TL-ORD-33AC3B5889,10517.0,sess_9dbb85fc75b1492c,5070,0.0,0,5070.0,5,COD,CONFIRMED,Pune,642033,2026-09-10 08:11:16.011909,2026-09-10
TL-ORD-6AE34E65BB,6040.0,sess_1d7a4336d23740bb,2464,0.0,0,2464.0,3,NetBanking,CONFIRMED,Pune,474511,2026-09-05 19:52:40.165313,2026-09-05
TL-ORD-2B2905EA22,,sess_3c6a01e5716b4192,1322,198.3,0,1123.7,4,Card,CONFIRMED,Delhi NCR,368483,2026-09-09 08:15:13.674888,2026-09-09
TL-ORD-FA1B2F4F4D,9150.0,sess_e21c8d948f904d47,5184,0.0,0,5184.0,6,COD,CONFIRMED,Delhi NCR,148410,2026-09-04 10:22:06.771570,2026-09-04
TL-ORD-D145295402,7306.0,sess_2f531e4b23284997,1557,233.55,0,1323.45,4,COD,CONFIRMED,Pune,329927,2026-08-15 10:20:40.467810,2026-08-15
TL-ORD-6727CB47A2,9554.0,sess_a2139e514d37495e,1199,179.85,0,1019.15,2,UPI,CONFIRMED,Mumbai,568886,2026-09-07 17:28:39.520163,2026-09-07
TL-ORD-6DA1FD7DE9,6606.0,sess_45fe37b45c0b4214,2199,329.85,0,1869.15,4,Card,CONFIRMED,Pune,641539,2026-09-07 12:27:57.575521,2026-09-07
TL-ORD-77E9D5199B,6700.0,sess_5ebbbcbcaea24704,5596,0.0,0,5596.0,2,Card,CONFIRMED,Chennai,372228,2026-08-16 17:12:43.040807,2026-08-16
TL-ORD-7A465B1DF5,11412.0,sess_0c7b094166ea4de8,3879,0.0,0,3879.0,5,NetBanking,CONFIRMED,Hyderabad,210485,2026-09-13 10:25:12.062178,2026-09-13
TL-ORD-6FAC2DFC9C,7614.0,sess_455d016591ab4780,7008,0.0,0,7008.0,3,Card,CONFIRMED,Delhi NCR,442544,2026-08-29 05:02:02.882924,2026-08-29
