session_id,user_id,device_type,experiment_variant,session_start_time,session_date
sess_131ac7cf017c4fb1,,desktop,control_keyword,2026-08-26 14:37:16.644226,2026-08-26
sess_5e71929f27c34dc2,11745.0,mobile,treatment_ai_search,2026-08-24 18:54:26.925253,2026-08-24
sess_2f74788d36764255,7546.0,mobile,control_keyword,2026-08-18 10:33:50.053782,2026-08-18
sess_3e469466cde7440c,7635.0,mobile,treatment_ai_search,2026-09-06 05:38:12.562658,2026-09-06
sess_cba86ff385e44976,11938.0,mobile,control_keyword,2026-08-28 23:08:05.019245,2026-08-28
sess_67de2f047ff3420a,,mobile,treatment_ai_search,2026-08-23 12:10:45.734346,2026-08-23
sess_6c955d0efad4459e,9190.0,mobile,control_keyword,2026-09-02 01:32:04.017262,2026-09-02
sess_6bc7a9d8b18d41fc,11197.0,desktop,treatment_ai_search,2026-08-18 16:31:18.099479,2026-08-18
sess_5fdf83079bfe466d,7447.0,mobile,control_keyword,2026-08-25 12:17:08.550497,2026-08-25
sess_5c4d1d664cf84902,8344.0,mobile,treatment_ai_search,2026-09-10 00:17:26.094809,2026-09-10
sess_ea2eccd54e5f45da,6564.0,mobile,control_keyword,2026-08-27 20:34:33.971802,2026-08-27
sess_e7faa6e329ee4129,8710.0,desktop,treatment_ai_search,2026-09-08 19:16:26.641219,2026-09-08
sess_866f7a1b2d0840fd,7056.0,desktop,control_keyword,2026-08-24 06:23:37.683966,2026-08-24
sess_ef4780732ab646e8,6497.0,mobile,treatment_ai_search,2026-08-25 16:18:35.019945,2026-08-25
sess_f337fe69148646a7,7787.0,mobile,control_keyword,2026-08-27 05:30:30.404378,2026-08-27
sess_7c276b74d833475a,10077.0,desktop,treatment_ai_search,2026-08-21 00:23:14.234430,2026-08-21
sess_9264cb37ba174fbc,11246.0,mobile,control_keyword,2026-08-31 09:34:48.924511,2026-08-31
sess_7019bc8081264069,,desktop,treatment_ai_search,2026-08-30 08:19:17.234145,2026-08-30
sess_5fb989811fc84888,9073.0,mobile,control_keyword,2026-09-12 05:18:34.347326,2026-09-12
sess_38fa8876b5a246d5,6797.0,mobile,treatment_ai_search,2026-08-17 22:47:29.111021,2026-08-17
sess_32eba188b6304078,6711.0,mobile,control_keyword,2026-09-05 04:45:42.114016,2026-09-05
sess_c58f3be0927542a7,6697.0,mobile,treatment_ai_search,2026-09-13 00:41:04.747436,2026-09-13
sess_aa8c77494e5b43c1,9087.0,mobile,control_keyword,2026-09-10 08:17:52.050507,2026-09-10
sess_9add6dbaeb0d462b,,mobile,treatment_ai_search,2026-08-29 07:43:46.219403,2026-08-29
sess_ba4928adaa794bc5,,desktop,control_keyword,2026-09-03 17:20:55.526692,2026-09-03
sess_1428537f7ced4e25,,mobile,treatment_ai_search,2026-08-21 17:09:42.020647,2026-08-21
sess_5d9e881ecf704948,10143.0,mobile,control_keyword,2026-08-24 22:56:25.295191,2026-08-24
sess_93bca649629b4dbc,7618.0,mobile,treatment_ai_search,2026-08-21 03:42:39.984944,2026-08-21
sess_40030cc449ad4351,9965.0,mobile,control_keyword,2026-08-26 22:01:46.789241,2026-08-26
sess_4ea20901049f4852,8110.0,mobile,treatment_ai_search,2026-08-26 16:27:27.279349,2026-08-26
sess_562999632e0c4c53,10642.0,mobile,control_keyword,2026-09-09 20:53:58.452112,2026-09-09
sess_d5b9bf1278594268,,mobile,treatment_ai_search,2026-08-22 15:41:09.821676,2026-08-22
sess_c3395f1cae62474b,7350.0,desktop,control_keyword,2026-08-16 19:10:25.456043,2026-08-16
sess_11bc567817e54e31,6202.0,mobile,treatment_ai_search,2026-08-27 18:43:39.540985,2026-08-27
sess_fd6f5a29441e4dd0,7714.0,mobile,control_keyword,2026-09-05 09:21:57.603891,2026-09-05
sess_eb534528948d4ad1,,mobile,treatment_ai_search,2026-09-06 12:47:43.100416,2026-09-06
sess_54e1d7b8b3724647,9231.0,desktop,control_keyword,2026-09-05 03:54:30.877072,2026-09-05
sess_52d0f679bbb84368,7157.0,mobile,treatment_ai_search,2026-09-05 10:10:57.204965,2026-09-05
sess_27dcdfabb2bb4318,10568.0,desktop,control_keyword,2026-08-17 23:11:00.738604,2026-08-17
sess_0be27be606794dde,,mobile,treatment_ai_search,2026-09-04 05:44:02.057532,2026-09-04
sess_1279694847b942ff,,mobile,control_keyword,2026-09-07 17:30:09.263820,2026-09-07
sess_916bd738b384403c,10068.0,mobile,treatment_ai_search,2026-09-12 22:00:44.462052,2026-09-12
sess_9df6a7f461ce4e61,7830.0,mobile,control_keyword,2026-08-21 12:19:21.593874,2026-08-21
sess_3f79b362ca0a489b,6033.0,mobile,treatment_ai_search,2026-08-22 16:35:01.876581,2026-08-22
sess_2cc4ba88a495411b,,desktop,control_keyword,2026-09-06 06:58:00.547569,2026-09-06
sess_fac02762104d4b4c,6402.0,mobile,treatment_ai_search,2026-09-09 13:15:49.542512,2026-09-09
sess_2c70bb393c5e4cb3,11913.0,desktop,control_keyword,2026-08-24 06:29:57.666108,2026-08-24
sess_39a475148cb64b25,11725.0,mobile,treatment_ai_search,2026-08-18 09:26:04.989494,2026-08-18
sess_839f9e51362f4f1e,10119.0,mobile,control_keyword,2026-09-05 15:43:07.165372,2026-09-05
sess_cc999e17fe8d48a7,10276.0,tablet,treatment_ai_search,2026-08-31 07:23:54.022899,2026-08-31
sess_b1c5e258683d4b95,7565.0,desktop,control_keyword,2026-08-20 14:14:20.800060,2026-08-20
sess_15de140d45f54932,9435.0,mobile,treatment_ai_search,2026-08-30 00:28:56.014811,2026-08-30
sess_07692c31d1cf4d03,,mobile,control_keyword,2026-09-08 20:51:20.059501,2026-09-08
sess_6251b14c03414bbf,9046.0,mobile,treatment_ai_search,2026-08-21 23:50:54.529063,2026-08-21
sess_640ec2d3594b4fc5,7247.0,tablet,control_keyword,2026-08-17 14:06:16.962481,2026-08-17
sess_8fa5aa67af564d58,,desktop,treatment_ai_search,2026-09-07 21:03:17.365146,2026-09-07
sess_5f52328b83834b37,11120.0,desktop,control_keyword,2026-09-13 07:57:27.183355,2026-09-13
sess_4f0ee1ad42ab4dfb,11831.0,desktop,treatment_ai_search,2026-09-06 08:16:52.819276,2026-09-06
sess_bcbdd7ec13a347a2,,mobile,control_keyword,2026-08-27 15:52:09.268687,2026-08-27
sess_faa3189da5464279,,mobile,treatment_ai_search,2026-08-30 10:02:11.210984,2026-08-30
sess_371082c190d24be1,10222.0,desktop,control_keyword,2026-09-04 15:11:14.312199,2026-09-04
sess_a0bceb387b6d4fd3,6102.0,mobile,treatment_ai_search,2026-09-02 07:40:09.143174,2026-09-02
sess_ea01619cbd7c408d,7468.0,desktop,control_keyword,2026-09-13 09:15:11.527597,2026-09-13
sess_f2a08c8f113348f0,8785.0,mobile,treatment_ai_search,2026-08-17 15:48:01.921006,2026-08-17
sess_2bdfadab3d43462f,6654.0,desktop,control_keyword,2026-08-29 09:37:34.585572,2026-08-29
sess_78efffbecd5a466b,7426.0,mobile,treatment_ai_search,2026-08-31 21:47:19.062081,2026-08-31
sess_e805c6240ac7452b,8478.0,tablet,control_keyword,2026-08-25 17:15:34.198623,2026-08-25
sess_9681ae6e551342ed,8314.0,tablet,treatment_ai_search,2026-09-05 15:15:48.271917,2026-09-05
sess_ba9f9c99e4324955,11183.0,mobile,control_keyword,2026-09-06 02:56:52.413056,2026-09-06
sess_e1e9e5d884864b08,11684.0,desktop,treatment_ai_search,2026-09-01 06:09:47.909619,2026-09-01
sess_cef4a064976f491f,8675.0,mobile,control_keyword,2026-08-26 02:00:41.697893,2026-08-26
sess_432be3ee8f3b40fa,,mobile,treatment_ai_search,2026-09-13 14:18:12.204071,2026-09-13
sess_5ddae3ab0ff2407f,10513.0,mobile,control_keyword,2026-08-30 12:36:38.073055,2026-08-30
sess_554f3301d47b4fc9,,mobile,treatment_ai_search,2026-08-29 16:53:59.266891,2026-08-29
sess_7e18fe9c85fa46c9,7203.0,mobile,control_keyword,2026-08-24 19:50:02.783453,2026-08-24
sess_a30cd5c6ec544a8f,,mobile,treatment_ai_search,2026-08-19 09:49:51.779804,2026-08-19
sess_3b21ad96f3ec49a8,9055.0,mobile,control_keyword,2026-09-05 17:16:29.291420,2026-09-05
sess_481d8088dea44cf9,7773.0,mobile,treatment_ai_search,2026-08-19 00:30:21.002301,2026-08-19
sess_e978691265dc4255,,desktop,control_keyword,2026-09-01 22:06:53.679086,2026-09-01
sess_c0ec219799ad45d9,6662.0,mobile,treatment_ai_search,2026-08-20 21:19:09.802388,2026-08-20
sess_4ec70cfd7d33489c,7006.0,mobile,control_keyword,2026-09-03 02:28:00.412205,2026-09-03
sess_6676f81c48424ed9,7416.0,mobile,treatment_ai_search,2026-09-11 23:50:28.394884,2026-09-11
sess_712f4c8b367245ab,10106.0,mobile,control_keyword,2026-09-08 21:09:09.976645,2026-09-08
sess_b081b5dc527f4e52,,mobile,treatment_ai_search,2026-08-17 20:29:24.712445,2026-08-17
sess_679de39241974d8a,10763.0,desktop,control_keyword,2026-08-25 06:07:33.614249,2026-08-25
sess_d0166b395d3447bd,9338.0,mobile,treatment_ai_search,2026-08-29 23:16:34.402677,2026-08-29
sess_df1c4e6fe4d4430f,,mobile,control_keyword,2026-08-20 14:14:19.519049,2026-08-20
sess_e79c9749565e454f,7812.0,mobile,treatment_ai_search,2026-08-25 10:23:12.097451,2026-08-25
sess_38ac37d7546a4187,6693.0,desktop,control_keyword,2026-08-30 23:24:45.515033,2026-08-30
sess_a505c1d76b074984,8144.0,mobile,treatment_ai_search,2026-09-11 10:47:32.083951,2026-09-11
sess_31a034beb776462d,10006.0,mobile,control_keyword,2026-09-13 04:29:24.961453,2026-09-13
sess_49852c94d14e48cf,6593.0,desktop,treatment_ai_search,2026-09-08 21:35:28.930009,2026-09-08
sess_f580bdb390d54731,,mobile,control_keyword,2026-08-20 01:43:20.629212,2026-08-20
sess_3fae31a9f17d4534,11475.0,mobile,treatment_ai_search,2026-08-17 04:17:15.172408,2026-08-17
sess_6b44e7b7628e4aca,10271.0,desktop,control_keyword,2026-08-19 06:16:37.877396,2026-08-19
sess_c991b4290e164c9a,7396.0,desktop,treatment_ai_search,2026-08-29 08:20:32.867083,2026-08-29
sess_908c716aeae64e86,8286.0,mobile,control_keyword,2026-08-25 23:48:44.202116,2026-08-25
sess_895f76792ff741f3,9469.0,mobile,treatment_ai_search,2026-09-09 17:42:33.261429,2026-09-09
sess_eec3affe5acf403f,7677.0,mobile,control_keyword,2026-08-27 21:16:53.647603,2026-08-27
sess_4a0a7fcc98e94265,9340.0,tablet,treatment_ai_search,2026-09-11 04:20:04.146803,2026-09-11
sess_cdc42ea6e60e40d1,,desktop,control_keyword,2026-08-25 04:45:52.290679,2026-08-25
sess_2545951b412c4d70,10681.0,desktop,treatment_ai_search,2026-08-23 15:42:29.528314,2026-08-23
sess_f4e6ec30bdec4a1f,,mobile,control_keyword,2026-08-30 13:06:27.579719,2026-08-30
sess_a5968e4c426f4504,8685.0,desktop,treatment_ai_search,2026-09-03 09:21:12.617251,2026-09-03
sess_d19864f0dce9405e,9630.0,desktop,control_keyword,2026-08-31 06:01:53.362862,2026-08-31
sess_67c6d9d54c334462,8831.0,desktop,treatment_ai_search,2026-09-03 16:19:14.746271,2026-09-03
sess_a20ccb98ff164613,,desktop,control_keyword,2026-08-17 06:01:33.152980,2026-08-17
sess_8d9acb16c7104a02,9828.0,mobile,treatment_ai_search,2026-09-09 04:15:43.010854,2026-09-09
sess_f29ad559d4bb4012,,desktop,control_keyword,2026-09-06 23:25:53.789801,2026-09-06
sess_0a4639382f524c78,6995.0,desktop,treatment_ai_search,2026-09-06 23:12:56.377094,2026-09-06
sess_ad0cd25740174f6f,,mobile,control_keyword,2026-08-31 03:59:13.191983,2026-08-31
sess_2c5a2b650449425b,6425.0,mobile,treatment_ai_search,2026-09-05 19:10:26.250793,2026-09-05
sess_07340793925a4d74,9514.0,mobile,control_keyword,2026-08-15 02:17:24.607259,2026-08-15
sess_286d74cdae43426d,8229.0,mobile,treatment_ai_search,2026-09-12 04:02:39.576093,2026-09-12
sess_1c4ccbaa61e345e3,10324.0,mobile,control_keyword,2026-09-08 14:57:05.898801,2026-09-08
sess_a5adbe67d87e4aa1,7445.0,mobile,treatment_ai_search,2026-09-10 16:04:16.529930,2026-09-10
sess_3dfb3310cd1843ba,6375.0,mobile,control_keyword,2026-09-12 19:12:03.328195,2026-09-12
sess_23bdf9591cdc4fa2,10597.0,mobile,treatment_ai_search,2026-09-12 08:55:07.327126,2026-09-12
sess_4e603645af9e47e3,10200.0,mobile,control_keyword,2026-08-27 14:05:30.199060,2026-08-27
sess_f2d6786dc5e64016,10997.0,mobile,treatment_ai_search,2026-08-16 08:21:16.831860,2026-08-16
sess_3536cc0a601a4bd3,,mobile,control_keyword,2026-09-04 09:15:40.403626,2026-09-04
sess_5f7645b05db64083,,desktop,treatment_ai_search,2026-08-29 11:57:12.476486,2026-08-29
sess_7bdd28ab5f7841b0,9124.0,desktop,control_keyword,2026-08-16 19:48:01.546341,2026-08-16
sess_d2e69b6c7a8b4ff0,6140.0,desktop,treatment_ai_search,2026-08-22 17:56:09.364576,2026-08-22
sess_97e390b31f7e4095,8171.0,mobile,control_keyword,2026-08-15 04:48:20.648081,2026-08-15
sess_a6aeee3ca8b64751,7873.0,mobile,treatment_ai_search,2026-09-07 21:03:18.525391,2026-09-07
sess_b9e947f0cb4547a5,9600.0,desktop,control_keyword,2026-08-19 08:43:47.073573,2026-08-19
sess_de8db897f5ce4873,7709.0,mobile,treatment_ai_search,2026-08-19 18:45:35.143834,2026-08-19
sess_d256b1bcddb74071,10271.0,mobile,control_keyword,2026-08-15 12:26:31.280228,2026-08-15
sess_249e3bdbf62c4ed0,8538.0,mobile,treatment_ai_search,2026-08-16 20:56:35.978604,2026-08-16
sess_291321f1690547ff,10893.0,mobile,control_keyword,2026-08-24 16:03:57.735558,2026-08-24
sess_b613547ffe924123,,desktop,treatment_ai_search,2026-09-09 04:26:18.574105,2026-09-09
sess_e332a0e007c646e9,,mobile,control_keyword,2026-08-28 18:18:33.250889,2026-08-28
sess_79f3b80518674f76,9094.0,mobile,treatment_ai_search,2026-08-24 01:35:02.445716,2026-08-24
sess_cd7448bff39e4ec1,10288.0,desktop,control_keyword,2026-09-11 01:06:54.997167,2026-09-11
sess_68356c8790074f8b,9637.0,desktop,treatment_ai_search,2026-08-21 23:59:22.720409,2026-08-21
sess_d87e3594792343da,11226.0,mobile,control_keyword,2026-08-17 03:13:42.749494,2026-08-17
sess_557000adb9594e3b,10439.0,desktop,treatment_ai_search,2026-09-13 06:30:30.346859,2026-09-13
sess_a27614cb373b46a1,,mobile,control_keyword,2026-08-24 11:58:58.483928,2026-08-24
sess_fdb2c9e34a954604,9988.0,desktop,treatment_ai_search,2026-09-02 00:28:03.602178,2026-09-02
sess_b787bf14bf6a4b30,7647.0,desktop,control_keyword,2026-08-31 20:27:52.097745,2026-08-31
sess_858c2a77ac6e4821,7350.0,desktop,treatment_ai_search,2026-09-06 19:25:22.612397,2026-09-06
sess_7f3e7e31561440bb,,desktop,control_keyword,2026-09-02 23:44:40.081403,2026-09-02
sess_e7beed1eb53646db,10421.0,mobile,treatment_ai_search,2026-08-15 16:45:41.759771,2026-08-15
sess_ecd5824333094aba,,mobile,control_keyword,2026-08-28 19:18:33.703812,2026-08-28
sess_6e6e1e498841433a,11710.0,mobile,treatment_ai_search,2026-08-31 00:31:07.372889,2026-08-31
sess_0a969ea49b70489f,10295.0,desktop,control_keyword,2026-09-12 04:33:34.398169,2026-09-12
sess_ed816430c3d44ed7,10289.0,mobile,treatment_ai_search,2026-09-01 15:05:06.417985,2026-09-01
sess_422401d6ccfe483e,8738.0,desktop,control_keyword,2026-08-21 16:17:35.141044,2026-08-21
sess_c65519befac24f39,7376.0,mobile,treatment_ai_search,2026-08-19 01:09:28.354560,2026-08-19
sess_9b430cdb25c44557,11113.0,mobile,control_keyword,2026-08-17 09:19:19.255280,2026-08-17
sess_892658c2bb844fb5,6179.0,mobile,treatment_ai_search,2026-08-26 00:03:18.521770,2026-08-26
sess_87a3ca70c5a94c4a,6659.0,mobile,control_keyword,2026-09-01 07:38:54.383719,2026-09-01
sess_00cf8b360d624e1b,8435.0,desktop,treatment_ai_search,2026-08-27 06:51:03.456770,2026-08-27
sess_7b2ca176d9c044a1,7918.0,mobile,control_keyword,2026-08-20 05:23:16.072666,2026-08-20
sess_66d9b0f1eff84f7d,10823.0,mobile,treatment_ai_search,2026-08-21 14:02:57.130472,2026-08-21
sess_924615dc9f3a4a5f,9044.0,mobile,control_keyword,2026-09-09 04:45:55.172408,2026-09-09
sess_ca4dbc1b432c43fe,11729.0,mobile,treatment_ai_search,2026-08-27 01:24:49.596895,2026-08-27
sess_f61c2675c14c40d4,,mobile,control_keyword,2026-09-05 19:17:08.784824,2026-09-05
sess_01a7abdd6a8545ed,,mobile,treatment_ai_search,2026-08-30 11:36:28.955867,2026-08-30
sess_dbe8859491d642cd,9163.0,mobile,control_keyword,2026-08-23 01:30:02.178981,2026-08-23
sess_c32d064b29194c1e,11530.0,mobile,treatment_ai_search,2026-08-24 20:39:39.476008,2026-08-24
sess_5d50e34932114358,11401.0,desktop,control_keyword,2026-08-22 22:02:02.929240,2026-08-22
sess_9aac079f0ef14af2,8608.0,mobile,treatment_ai_search,2026-09-08 07:31:03.609343,2026-09-08
sess_717d1f57f385422c,11233.0,desktop,control_keyword,2026-08-20 13:49:48.618685,2026-08-20
sess_271c6bd918434cc6,7695.0,desktop,treatment_ai_search,2026-08-17 00:50:01.703627,2026-08-17
sess_02625ff9b1f0450d,,desktop,control_keyword,2026-09-04 07:05:35.850458,2026-09-04
sess_96597b6d53104ebe,6806.0,mobile,treatment_ai_search,2026-08-30 07:41:58.722397,2026-08-30
sess_8968bc68216d4bb8,,mobile,control_keyword,2026-09-03 19:31:08.859266,2026-09-03
sess_090af4c6a6754115,11468.0,desktop,treatment_ai_search,2026-08-17 08:48:32.361196,2026-08-17
sess_ae13af9f62484d80,11862.0,mobile,control_keyword,2026-08-19 21:26:23.224679,2026-08-19
sess_0218d09f86fd4f42,7317.0,mobile,treatment_ai_search,2026-08-30 00:41:33.499904,2026-08-30
sess_2235a60cd07e4116,7459.0,desktop,control_keyword,2026-08-20 08:26:51.742058,2026-08-20
sess_4cce376ccc1b4b64,,mobile,treatment_ai_search,2026-09-01 19:31:02.711140,2026-09-01
sess_312e09ed7fb64a0a,9047.0,mobile,control_keyword,2026-09-09 00:02:03.391769,2026-09-09
sess_02cee3e96bbe4e19,9343.0,mobile,treatment_ai_search,2026-09-11 09:52:12.128660,2026-09-11
sess_f47db8f53e0241fd,7055.0,desktop,control_keyword,2026-08-18 18:53:25.692371,2026-08-18
sess_15f988603760418c,,mobile,treatment_ai_search,2026-09-12 03:02:54.877444,2026-09-12
sess_04df637ddc034ab7,7261.0,mobile,control_keyword,2026-09-08 09:28:43.077431,2026-09-08
sess_b7b79935420a4015,,mobile,treatment_ai_search,2026-08-31 07:32:03.503356,2026-08-31
sess_638cd4b76ad04e78,11164.0,desktop,control_keyword,2026-08-22 05:15:59.475868,2026-08-22
sess_ad917bece35d4a9e,9427.0,mobile,treatment_ai_search,2026-08-28 04:43:40.160477,2026-08-28
sess_560bfded7bba41d6,8480.0,mobile,control_keyword,2026-09-02 06:26:05.497139,2026-09-02
sess_fa8af70b58d44ec1,10366.0,mobile,treatment_ai_search,2026-08-20 16:16:00.925593,2026-08-20
sess_a5b7d7e078f640ba,,desktop,control_keyword,2026-08-16 07:20:29.806393,2026-08-16
sess_b1fa2e286f77445f,9108.0,desktop,treatment_ai_search,2026-09-08 01:31:45.240598,2026-09-08
sess_a4467f462d8e4a37,11583.0,mobile,control_keyword,2026-08-31 07:48:41.789468,2026-08-31
sess_87fe1ba034054b80,7284.0,mobile,treatment_ai_search,2026-09-03 00:28:34.306106,2026-09-03
sess_d6a36f54a32a46c7,,mobile,control_keyword,2026-09-10 18:10:28.078421,2026-09-10
sess_d2b5c3ecaf6e40db,10489.0,desktop,treatment_ai_search,2026-08-23 01:48:06.615413,2026-08-23
sess_125db2449227425b,,mobile,control_keyword,2026-09-10 21:15:12.044480,2026-09-10
sess_7bee4bac16b34772,7517.0,mobile,treatment_ai_search,2026-09-12 18:27:34.558109,2026-09-12
sess_cf2a401af5ba4668,11610.0,mobile,control_keyword,2026-09-04 08:12:36.402489,2026-09-04
sess_19b67c8d48684391,9477.0,mobile,treatment_ai_search,2026-09-12 13:47:30.338335,2026-09-12
sess_a0ebf2f27fd2442f,7384.0,desktop,control_keyword,2026-08-18 22:58:32.926559,2026-08-18
sess_e05d658c5281440e,7043.0,mobile,treatment_ai_search,2026-08-15 06:23:38.168412,2026-08-15
sess_d9fb4e201b314bb6,7836.0,desktop,control_keyword,2026-08-28 02:49:43.725413,2026-08-28
sess_b313a2775b114172,10328.0,desktop,treatment_ai_search,2026-09-04 20:42:23.972835,2026-09-04
sess_51cb70340f2445fe,,desktop,control_keyword,2026-09-06 07:42:00.419373,2026-09-06
sess_1968bb60fe124346,7762.0,mobile,treatment_ai_search,2026-09-08 08:32:14.620155,2026-09-08
sess_e87f3c3e88a045ac,8121.0,desktop,control_keyword,2026-08-24 18:49:52.844577,2026-08-24
sess_337a918ce5384640,,mobile,treatment_ai_search,2026-09-11 07:13:40.138302,2026-09-11
sess_1d265d4f8a154861,9188.0,mobile,control_keyword,2026-09-12 01:13:56.022225,2026-09-12
sess_e8fa6882a4944799,8460.0,mobile,treatment_ai_search,2026-09-07 03:53:29.736903,2026-09-07
sess_0fdd9594f5cf46f0,10679.0,tablet,control_keyword,2026-08-23 10:42:12.270728,2026-08-23
sess_d7d89d31524b4340,,mobile,treatment_ai_search,2026-09-09 12:33:09.160257,2026-09-09
sess_f0d2770a11ca47b6,8968.0,desktop,control_keyword,2026-09-04 00:35:46.587302,2026-09-04
sess_259b5d7138e34664,,mobile,treatment_ai_search,2026-09-08 19:18:10.799527,2026-09-08
sess_cb5d061cc05b4ec3,6602.0,desktop,control_keyword,2026-09-02 03:26:48.120199,2026-09-02
sess_c02095e5766d40a0,8314.0,desktop,treatment_ai_search,2026-08-18 19:34:02.352661,2026-08-18
sess_0a19522542e94edd,6592.0,mobile,control_keyword,2026-09-13 19:15:32.453160,2026-09-13
sess_3941802b8ff940ac,7471.0,mobile,treatment_ai_search,2026-08-15 08:13:07.456129,2026-08-15
sess_517840c14e8d415f,10122.0,tablet,control_keyword,2026-08-29 23:05:25.906492,2026-08-29
sess_9816b6e1a1c74aca,6467.0,mobile,treatment_ai_search,2026-08-23 11:44:23.411116,2026-08-23
sess_f03a4d79aa594b50,9207.0,mobile,control_keyword,2026-08-20 20:53:50.127369,2026-08-20
sess_ab1b0655ab9b410f,9918.0,mobile,treatment_ai_search,2026-08-24 22:48:23.583926,2026-08-24
sess_6b1bce661b6c42be,11768.0,tablet,control_keyword,2026-09-09 06:37:30.423898,2026-09-09
sess_92b219ae674b403c,6206.0,mobile,treatment_ai_search,2026-09-02 20:51:23.162115,2026-09-02
sess_5b9278318fdb440e,,mobile,control_keyword,2026-09-10 10:11:03.078964,2026-09-10
sess_019094e86a9a4223,10893.0,tablet,treatment_ai_search,2026-09-03 10:42:28.731549,2026-09-03
sess_2d015849446e44c0,8399.0,mobile,control_keyword,2026-08-22 05:10:27.868430,2026-08-22
sess_b4ea62e0f60d4e91,8854.0,mobile,treatment_ai_search,2026-08-18 12:58:14.974235,2026-08-18
sess_38b149075cce4f00,,desktop,control_keyword,2026-08-17 02:26:54.842450,2026-08-17
sess_268bee9e18ab4746,10136.0,mobile,treatment_ai_search,2026-08-26 19:16:41.659979,2026-08-26
sess_8d3045e573a841cf,10979.0,mobile,control_keyword,2026-09-10 21:05:05.159890,2026-09-10
sess_27280eab69804228,6486.0,desktop,treatment_ai_search,2026-09-12 07:45:53.099254,2026-09-12
sess_37b73d0d67ee461e,11084.0,desktop,control_keyword,2026-09-06 11:00:56.895442,2026-09-06
sess_243197ffc5b34246,6917.0,mobile,treatment_ai_search,2026-08-29 16:51:17.432667,2026-08-29
sess_37b4cc9429384118,,desktop,control_keyword,2026-08-16 01:44:23.242978,2026-08-16
sess_dd05e70907904709,9256.0,tablet,treatment_ai_search,2026-09-03 07:43:54.415719,2026-09-03
sess_c1583764226a4c27,9423.0,mobile,control_keyword,2026-09-06 07:39:23.235909,2026-09-06
sess_7f0bf35139174746,8636.0,desktop,treatment_ai_search,2026-08-25 20:52:08.245552,2026-08-25
sess_c4e94e8dd99f4768,11649.0,mobile,control_keyword,2026-08-28 05:47:37.243608,2026-08-28
sess_21bde6fc3cfc433e,10150.0,mobile,treatment_ai_search,2026-08-26 15:10:58.795293,2026-08-26
sess_d7d3ab4762df456f,,mobile,control_keyword,2026-09-08 18:49:06.297639,2026-09-08
sess_dbbf254c989f4756,11917.0,mobile,treatment_ai_search,2026-08-16 10:01:52.228153,2026-08-16
sess_30749f587e0e40d8,7931.0,mobile,control_keyword,2026-09-13 00:08:40.954071,2026-09-13
sess_7d789eb0d0cf436a,,mobile,treatment_ai_search,2026-08-16 04:05:58.567476,2026-08-16
sess_1846f520a9484801,11360.0,mobile,control_keyword,2026-09-07 12:18:31.123663,2026-09-07
sess_1f3d587344314284,8017.0,mobile,treatment_ai_search,2026-08-17 02:13:02.121610,2026-08-17
sess_224910562bc54cae,10282.0,mobile,control_keyword,2026-08-20 11:33:06.868716,2026-08-20
sess_c13b6cacf39944ed,10081.0,mobile,treatment_ai_search,2026-09-08 13:15:09.709649,2026-09-08
sess_90703fb2d9204303,8756.0,mobile,control_keyword,2026-09-07 20:59:42.694209,2026-09-07
sess_4e5b1087236f4d1f,11370.0,desktop,treatment_ai_search,2026-09-10 11:35:16.263286,2026-09-10
sess_8b9d26e640a04bd4,10382.0,mobile,control_keyword,2026-08-25 01:19:22.957267,2026-08-25
sess_0c508a610d004fa1,8900.0,desktop,treatment_ai_search,2026-08-22 22:23:31.028440,2026-08-22
sess_0895b6bc1a8b4ee0,8700.0,mobile,control_keyword,2026-08-29 07:47:48.507354,2026-08-29
sess_a0aba7fa00224603,11766.0,mobile,treatment_ai_search,2026-08-18 17:32:19.803209,2026-08-18
sess_2c209a9c47074bea,,mobile,control_keyword,2026-08-25 19:04:17.100944,2026-08-25
sess_abefa518ea8c4744,,desktop,treatment_ai_search,2026-08-26 17:55:33.846609,2026-08-26
sess_d773fae2c06849be,6882.0,mobile,control_keyword,2026-09-12 05:16:29.948422,2026-09-12
sess_d48a8dd7a35a42a9,8929.0,desktop,treatment_ai_search,2026-09-05 12:27:54.546973,2026-09-05
sess_9a2e2e00e6de469b,,mobile,control_keyword,2026-08-26 20:59:34.132037,2026-08-26
sess_c377924b1273409f,,mobile,treatment_ai_search,2026-09-12 09:54:11.239846,2026-09-12
sess_26cd900988bd4c6e,11770.0,mobile,control_keyword,2026-08-21 02:43:22.120114,2026-08-21
sess_07f6320c82d24755,10369.0,mobile,treatment_ai_search,2026-09-04 15:40:47.269665,2026-09-04
sess_d62c65594b6b46f0,,mobile,control_keyword,2026-08-17 16:45:12.420527,2026-08-17
sess_76b8aee492b54b01,7753.0,mobile,treatment_ai_search,2026-09-11 05:48:40.603521,2026-09-11
sess_9ab3c8977f7741ec,,mobile,control_keyword,2026-09-04 18:38:11.143792,2026-09-04
sess_116387dfff4249f2,8788.0,desktop,treatment_ai_search,2026-09-06 07:24:55.065928,2026-09-06
sess_0c8e5a8390b24cb3,,mobile,control_keyword,2026-09-04 04:32:19.034092,2026-09-04
sess_dd97ef481451467d,10202.0,desktop,treatment_ai_search,2026-08-29 18:59:56.669809,2026-08-29
sess_940733678be34ceb,,mobile,control_keyword,2026-09-11 02:14:03.901020,2026-09-11
